DB,DB ID,Disease,MIM Number,Gene Symbol,Gene ID,GO-BP ID Count,GO-BP ID
OMIM,616314,"?Myasthenic syndrome, congenital, 2C, associated with acetylcholine receptor deficiency",100710,CHRNB1,1140,11,GO:0006812 | GO:0007274 | GO:0048747 | GO:0001941 | GO:0035095 | GO:0034220 | GO:0060079 | GO:0007165 | GO:0050877 | GO:0007271 | GO:0003009
OMIM,616321,"?Myasthenic syndrome, congenital, 3A, slow-channel",100720,CHRND,1144,9,GO:0006812 | GO:0048630 | GO:0050905 | GO:0034220 | GO:0007165 | GO:0050881 | GO:0060079 | GO:0007268 | GO:0003009
OMIM,616323,"?Myasthenic syndrome, congenital, 3C, associated with acetylcholine receptor deficiency",100720,CHRND,1144,9,GO:0006812 | GO:0048630 | GO:0050905 | GO:0034220 | GO:0007165 | GO:0050881 | GO:0060079 | GO:0007268 | GO:0003009
OMIM,614937,"?Myoclonus, familial, 1",605235,NOL3,8996,10,GO:1902176 | GO:0006376 | GO:0014808 | GO:0008380 | GO:0051259 | GO:0006915 | GO:2001237 | GO:1990001 | GO:1903298 | GO:0090201
OMIM,618364,"?Myoclonus, familial, 2",600702,SCN8A,6334,7,GO:0007399 | GO:0035725 | GO:0034765 | GO:0007422 | GO:0086010 | GO:0042552 | GO:0019228
OMIM,615293,"?Myofibromatosis, infantile 2",600276,NOTCH3,4854,12,GO:0006367 | GO:0030900 | GO:0007411 | GO:0045665 | GO:0000122 | GO:0048661 | GO:0007221 | GO:0072104 | GO:0045746 | GO:0007219 | GO:0048663 | GO:0048844
OMIM,618823,"?Myopathy, congenital proximal, with minicore lesions",600819,FXR1,8087,11,GO:2001022 | GO:2000637 | GO:0051489 | GO:0007517 | GO:0030154 | GO:0001934 | GO:0006915 | GO:0045727 | GO:0000381 | GO:0017148 | GO:0043488
OMIM,612540,"?Myopathy, congenital, Compton-North",600016,CNTN1,1272,8,GO:0010765 | GO:0010976 | GO:0021549 | GO:0031175 | GO:0007155 | GO:0010628 | GO:0007219 | GO:0050731
OMIM,618822,"?Myopathy, congenital, with respiratory insufficiency and bone fractures",600819,FXR1,8087,11,GO:2001022 | GO:2000637 | GO:0051489 | GO:0007517 | GO:0030154 | GO:0001934 | GO:0006915 | GO:0045727 | GO:0000381 | GO:0017148 | GO:0043488
OMIM,616209,"?Myopathy, isolated mitochondrial, autosomal dominant",615903,CHCHD10,400916,9,GO:1901030 | GO:0030322 | GO:0051457 | GO:0006119 | GO:0090144 | GO:0099558 | GO:1903109 | GO:1903852 | GO:0065003
OMIM,616852,"?Myopathy, scapulohumeroperoneal",102610,ACTA1,58,12,GO:0030240 | GO:0090131 | GO:0048741 | GO:0043503 | GO:0006936 | GO:0009991 | GO:0048545 | GO:0009612 | GO:0010628 | GO:0071417 | GO:0030049 | GO:0010226
OMIM,255600,"?Myosclerosis, congenital",120240,COL6A2,1292,3,GO:0030198 | GO:0007155 | GO:0009749
OMIM,161400,?Narcolepsy 1,602358,HCRT,3060,17,GO:0051928 | GO:0007205 | GO:0051971 | GO:0043267 | GO:0051970 | GO:0008156 | GO:0007204 | GO:0030431 | GO:0042594 | GO:0001659 | GO:0046928 | GO:0042755 | GO:0007218 | GO:0060079 | GO:0120162 | GO:0007200 | GO:0007268
OMIM,614250,?Narcolepsy 7,159465,MOG,4340,5,GO:0050852 | GO:0046718 | GO:0007155 | GO:0001817 | GO:0007417
OMIM,167030,"?Nephrolithiasis, calcium oxalate",610130,SLC26A1,10861,5,GO:0019532 | GO:1902476 | GO:0015701 | GO:0050428 | GO:1902358
OMIM,613824,?Nephronophthisis 9,609799,NEK8,284086,6,GO:0035330 | GO:0007059 | GO:0007368 | GO:0007507 | GO:0006468 | GO:0009887
OMIM,616893,"?Nephrotic syndrome, type 13",614352,NUP205,23165,9,GO:0006406 | GO:0060964 | GO:0051292 | GO:1900034 | GO:0075733 | GO:0016925 | GO:0006409 | GO:0006110 | GO:0019083
OMIM,618178,"?Nephrotic syndrome, type 19",607614,NUP160,23279,9,GO:0006406 | GO:0060964 | GO:1900034 | GO:0075733 | GO:0016925 | GO:0006409 | GO:0072006 | GO:0006110 | GO:0019083
OMIM,617916,?Neurodegeneration with brain iron accumulation 7,614825,REPS1,85021,3,GO:0016197 | GO:0061024 | GO:0006898
OMIM,617917,?Neurodegeneration with brain iron accumulation 8,600184,CRAT,1384,5,GO:0033540 | GO:0051791 | GO:0019254 | GO:0006625 | GO:0046459
OMIM,618572,?Neurodevelopmental disorder with cerebellar hypoplasia and spasticity,611351,INTS8,55656,2,GO:0042795 | GO:0034472
OMIM,617709,"?Neurodevelopmental disorder with microcephaly, ataxia, and seizures",607529,SARS1,6301,8,GO:0016525 | GO:0006412 | GO:0008033 | GO:0016259 | GO:0000122 | GO:0097056 | GO:1904046 | GO:0006434
OMIM,617523,?Neurodevelopmental disorder with midbrain and hindbrain malformations,607560,ARHGEF2,9181,27,GO:0000132 | GO:0035023 | GO:1902219 | GO:0071474 | GO:0071225 | GO:0050768 | GO:0060546 | GO:0055059 | GO:0045944 | GO:0007015 | GO:0050731 | GO:0000902 | GO:0042127 | GO:0006886 | GO:0032755 | GO:0032760 | GO:0007186 | GO:0071802 | GO:0043065 | GO:2001224 | GO:0045087 | GO:0051092 | GO:0035556 | GO:0007026 | GO:1902042 | GO:0045666 | GO:0071356
OMIM,618651,"?Neurodevelopmental disorder with spastic quadriplegia, optic atrophy, seizures, and structural brain anomalies",610257,SEC31A,22872,10,GO:0007029 | GO:0090110 | GO:0051592 | GO:0006886 | GO:0090114 | GO:0019886 | GO:0006888 | GO:0048208 | GO:0036498 | GO:0002474
OMIM,614751,"?Neuronopathy, distal hereditary motor, type VB",609139,REEP1,65055,3,GO:0032386 | GO:0051205 | GO:0071786
OMIM,614653,"?Neuropathy, hereditary sensory and autonomic, type VI",113810,DST,667,9,GO:0048870 | GO:0042060 | GO:0031581 | GO:0007229 | GO:0008090 | GO:0007155 | GO:0030011 | GO:0031122 | GO:0045104
OMIM,139393,"?Neuropathy, inflammatory demyelinating",601097,PMP22,5376,8,GO:0008285 | GO:0032060 | GO:0008219 | GO:0007422 | GO:0010977 | GO:0032288 | GO:0042552 | GO:0007268
OMIM,607847,"?Neutropenia, nonimmune chronic idiopathic, of adults",600871,GFI1,2672,13,GO:0030097 | GO:0045892 | GO:0071222 | GO:0045944 | GO:0000122 | GO:0051569 | GO:0016032 | GO:0032088 | GO:0010977 | GO:0010956 | GO:0000083 | GO:0070105 | GO:0034121
OMIM,300918,"?Olmsted syndrome, X-linked",300294,MBTPS2,51360,7,GO:0036500 | GO:0051091 | GO:0070977 | GO:0008203 | GO:0031293 | GO:1990440 | GO:0045540
OMIM,617302,?Optic atrophy 11,607472,YME1L1,10730,8,GO:0043066 | GO:0008283 | GO:0006515 | GO:0034982 | GO:0007005 | GO:0035694 | GO:0006851 | GO:0034214
OMIM,616289,?Optic atrophy 9,100850,ACO2,50,6,GO:0006099 | GO:0006102 | GO:0035900 | GO:0001889 | GO:0006091 | GO:0006101
OMIM,613705,?Orofacial cleft 10,601912,SUMO1,7341,21,GO:0045892 | GO:0043433 | GO:0016925 | GO:0034605 | GO:0000122 | GO:0032436 | GO:0016032 | GO:1901896 | GO:0090204 | GO:0006303 | GO:0060334 | GO:0031334 | GO:0045759 | GO:0030578 | GO:0050821 | GO:0071276 | GO:0043392 | GO:0086004 | GO:0032880 | GO:1902260 | GO:0060021
OMIM,616788,?Orofacial cleft 15,601911,DLX4,1748,5,GO:0045944 | GO:0000122 | GO:0030154 | GO:0006355 | GO:0009790
OMIM,617127,?Orofaciodigital syndrome XV,617112,KIAA0753,9851,2,GO:0071539 | GO:0007099
OMIM,617926,?Orofaciodigital syndrome XVII,610621,INTU,27152,16,GO:0010839 | GO:0007399 | GO:0045880 | GO:1905515 | GO:0044458 | GO:0030278 | GO:0031069 | GO:0051782 | GO:0060173 | GO:0060021 | GO:0021513 | GO:0021915 | GO:0043587 | GO:0001736 | GO:0042733 | GO:0030216
OMIM,617927,?Orofaciodigital syndrome XVIII,606621,IFT57,55081,10,GO:1905515 | GO:0006919 | GO:0050680 | GO:0044458 | GO:0001947 | GO:0007224 | GO:0035735 | GO:0001843 | GO:0006915 | GO:0060972
OMIM,604715,?Orthostatic intolerance,163970,SLC6A2,6530,6,GO:0048265 | GO:0051620 | GO:0051583 | GO:0055085 | GO:0007268 | GO:0070050
OMIM,618167,"?Osteochondrodysplasia, brachydactyly, and overlapping malformed digits",610128,CHST11,50515,15,GO:0043066 | GO:0042127 | GO:0009791 | GO:0001701 | GO:0016051 | GO:0007585 | GO:0030206 | GO:0036342 | GO:0002063 | GO:0030166 | GO:0033037 | GO:0048703 | GO:0042733 | GO:0030512 | GO:0048589
OMIM,611497,"?Osteopetrosis, autosomal recessive 6",611466,PLEKHM1,9842,6,GO:0032418 | GO:0006914 | GO:0045780 | GO:0035556 | GO:1900029 | GO:0015031
OMIM,166780,?Otofaciocervical syndrome,601653,EYA1,2138,28,GO:0090103 | GO:0010212 | GO:0016925 | GO:0048665 | GO:0014706 | GO:0072513 | GO:0071600 | GO:0007605 | GO:0016576 | GO:0045739 | GO:0045944 | GO:0060037 | GO:0003151 | GO:0007389 | GO:0050679 | GO:0035335 | GO:0045664 | GO:0030154 | GO:0042474 | GO:0042473 | GO:2001240 | GO:0006302 | GO:0035909 | GO:0048752 | GO:0048704 | GO:0007501 | GO:0001656 | GO:0001658
OMIM,618078,?Ovarian dysgenesis 6,607617,NUP107,57122,14,GO:0006406 | GO:0060964 | GO:0000973 | GO:0051292 | GO:1900034 | GO:0008585 | GO:0075733 | GO:0016925 | GO:0006409 | GO:0072006 | GO:0006606 | GO:0006355 | GO:0006110 | GO:0019083
OMIM,618187,?Ovarian dysgenesis 8,601663,ESR2,2100,9,GO:0006367 | GO:0051091 | GO:0007267 | GO:0045893 | GO:0000122 | GO:0030308 | GO:2000272 | GO:0006355 | GO:0030520
OMIM,617507,?PEHO syndrome-like,609736,CCDC88A,55704,17,GO:0010975 | GO:0042127 | GO:0061024 | GO:0051496 | GO:0030032 | GO:1903566 | GO:0031929 | GO:0032148 | GO:0072660 | GO:0006275 | GO:0016477 | GO:0045724 | GO:0030705 | GO:0006260 | GO:0045742 | GO:0031122 | GO:0007264
OMIM,301025,?Paganini-Miozzo syndrome,300545,HS6ST2,90161,2,GO:0015015 | GO:0006024
OMIM,616400,"?Palmoplantar keratoderma, nonepidermolytic, focal 2",607066,TRPV3,162514,4,GO:0098703 | GO:0042636 | GO:0009408 | GO:0090280
OMIM,614338,?Pancreatic lipase deficiency,246600,PNLIP,5406,5,GO:0016042 | GO:0030299 | GO:0061365 | GO:0044241 | GO:0001523
OMIM,300911,"?Parkinsonism with spasticity, X-linked",300556,ATP6AP2,10159,8,GO:0043312 | GO:0060323 | GO:0043408 | GO:0032914 | GO:0021903 | GO:0048069 | GO:0030177 | GO:0002003
OMIM,618049,"?Parkinsonism-dystonia, infantile, 2",193001,SLC18A2,6571,11,GO:1903427 | GO:0009791 | GO:0051610 | GO:0007626 | GO:0001975 | GO:0015842 | GO:0007269 | GO:0042137 | GO:0055085 | GO:0007268 | GO:0015872
OMIM,615399,?Paroxysmal nocturnal hemoglobinuria 2,610272,PIGT,51604,3,GO:0051402 | GO:0030182 | GO:0016255
OMIM,616265,?Peeling skin syndrome 3,610190,CHST8,64377,5,GO:0042446 | GO:0016051 | GO:0007417 | GO:0030166 | GO:0006790
OMIM,614369,"?Peripheral neuropathy, myopathy, hoarseness, and hearing loss",608568,MYH14,79784,9,GO:0070584 | GO:0007605 | GO:0031032 | GO:0030048 | GO:0008360 | GO:0007519 | GO:0019228 | GO:0071625 | GO:0003009
OMIM,615544,?Periventricular nodular heterotopia 6,615532,ERMARD,55780,1,GO:0007275
OMIM,617370,?Peroxisome biogenesis disorder 10B,603164,PEX3,8504,3,GO:0045046 | GO:0055085 | GO:0016557
OMIM,614920,?Peroxisome biogenesis disorder 14B,603867,PEX11B,8799,4,GO:0016559 | GO:0044375 | GO:0007165 | GO:0007031
OMIM,614926,?Perrault syndrome 2,600783,HARS2,23438,2,GO:0006427 | GO:0006412
OMIM,261680,"?Phosphoenolpyruvate carboxykinase deficiency, cytosolic",614168,PCK1,5105,23,GO:0014823 | GO:0006094 | GO:0071333 | GO:0071549 | GO:0006475 | GO:0071332 | GO:0061402 | GO:0070365 | GO:0051365 | GO:0007568 | GO:1904640 | GO:0032869 | GO:0046327 | GO:0070741 | GO:0006107 | GO:0071347 | GO:0071456 | GO:0071377 | GO:0019543 | GO:0032496 | GO:0071320 | GO:0071300 | GO:0071356
OMIM,610992,?Phosphoserine aminotransferase deficiency,610936,PSAT1,29968,2,GO:0006564 | GO:0008615
OMIM,615226,"?Polydactyly, postaxial, type A6",194648,ZNF141,7700,3,GO:0006355 | GO:0035108 | GO:0006366
OMIM,612691,"?Polymicrogyria, bilateral temporooccipital",609390,FIG4,9896,9,GO:0010976 | GO:0036092 | GO:0032288 | GO:0048666 | GO:0031642 | GO:0007626 | GO:0007033 | GO:0043473 | GO:0016311
OMIM,612390,?Pontocerebellar hypoplasia type 2C,608754,TSEN34,79042,4,GO:0000379 | GO:0006397 | GO:0090502 | GO:0006388
OMIM,610204,?Pontocerebellar hypoplasia type 5,608755,TSEN54,283989,3,GO:0000379 | GO:0006388 | GO:0006397
OMIM,608027,"?Pontocerebellar hypoplasia, type 3",604918,PCLO,27445,10,GO:0007010 | GO:0099526 | GO:0030073 | GO:0016079 | GO:0097091 | GO:0017157 | GO:1904071 | GO:0048790 | GO:0035418 | GO:0019933
OMIM,176400,"?Precocious puberty, central, 1",604161,KISS1R,84634,1,GO:0007218
OMIM,612885,?Premature ovarian failure 10,608187,MCM8,84515,9,GO:0071168 | GO:0050821 | GO:0000724 | GO:0007292 | GO:0048232 | GO:0000082 | GO:0006260 | GO:0036298 | GO:0032508
OMIM,616947,?Premature ovarian failure 12,611486,SYCE1,93426,2,GO:0051301 | GO:0007130
OMIM,617442,?Premature ovarian failure 13,603382,MSH5,4439,2,GO:0006298 | GO:0007131
OMIM,618014,?Premature ovarian failure 14,601918,GDF9,2661,9,GO:0001555 | GO:0060395 | GO:0007292 | GO:0008284 | GO:0030308 | GO:0010862 | GO:0007179 | GO:0030509 | GO:2000870
OMIM,618096,?Premature ovarian failure 15,609644,FANCM,57697,7,GO:0090305 | GO:0045003 | GO:0071932 | GO:0036297 | GO:0000712 | GO:1902527 | GO:0032508
OMIM,618723,?Premature ovarian failure 16,601930,BNC1,646,6,GO:0006357 | GO:0008284 | GO:0008544 | GO:0030154 | GO:1900195 | GO:0007283
OMIM,300511,?Premature ovarian failure 2A,300108,DIAPH2,1730,3,GO:0007015 | GO:0007275 | GO:0048477
OMIM,300604,?Premature ovarian failure 2B,300603,POF1B,79983,4,GO:0003382 | GO:0030036 | GO:0070830 | GO:0007015
OMIM,617069,"?Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 3",188250,TK2,7084,7,GO:0009157 | GO:0043097 | GO:0009165 | GO:0046092 | GO:0046104 | GO:0071897 | GO:0016310
OMIM,618098,"?Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5",601243,TOP3A,7156,6,GO:0051321 | GO:0032042 | GO:0051304 | GO:0006260 | GO:0006265 | GO:1901796
OMIM,617591,"?Proteasome-associated autoinflammatory syndrome 3 and digenic forms | ?Proteasome-associated autoinflammatory syndrome 3, digenic",177045 | 602177,PSMB9 | PSMB4,5692 | 5698,26,GO:0050852 | GO:0010972 | GO:0031146 | GO:2000116 | GO:1902036 | GO:0002223 | GO:0016032 | GO:0061418 | GO:0038095 | GO:0000165 | GO:0002479 | GO:0038061 | GO:0033209 | GO:0055085 | GO:0016579 | GO:0070498 | GO:0002862 | GO:0043488 | GO:0031145 | GO:0090090 | GO:0043687 | GO:0090263 | GO:0000209 | GO:0006521 | GO:0060071 | GO:0010499
OMIM,618015,"?Protoporphyria, erythropoietic, 2",615611,CLPX,10845,5,GO:0030163 | GO:0006457 | GO:0010952 | GO:0046034 | GO:0051603
OMIM,100100,?Prune belly syndrome,118494,CHRM3,1131,11,GO:0098664 | GO:0007399 | GO:0046541 | GO:0007197 | GO:0006464 | GO:0019722 | GO:0007187 | GO:1904695 | GO:0032412 | GO:0006939 | GO:0007271
OMIM,618674,"?Pulmonary fibrosis and/or bone marrow failure, telomere-related, 5",616381,ZCCHC8,55596,3,GO:0000398 | GO:0016076 | GO:0034470
OMIM,614470,"RAS-associated autoimmune leukoproliferative disorder | ?RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic",190070 | 164790,NRAS | KRAS,4893 | 3845,29,GO:0021897 | GO:0031647 | GO:0007265 | GO:0002223 | GO:0048873 | GO:0051000 | GO:0000165 | GO:0043406 | GO:0043524 | GO:0051384 | GO:0038002 | GO:0051146 | GO:0001889 | GO:0032228 | GO:0001938 | GO:0008542 | GO:0048169 | GO:0051385 | GO:0035022 | GO:0007565 | GO:0043312 | GO:2000774 | GO:0051092 | GO:0060441 | GO:0019221 | GO:0010628 | GO:0045596 | GO:0035900 | GO:0030036
OMIM,602152,?RHYNS syndrome,609884,TMEM67,91147,4,GO:0030433 | GO:0097711 | GO:0060271 | GO:0010826
OMIM,615721,?Renal hypodysplasia/aplasia 2,605558,FGF20,26281,11,GO:1904340 | GO:0043524 | GO:0007267 | GO:0014059 | GO:0051897 | GO:0070374 | GO:0000165 | GO:0008284 | GO:0060043 | GO:0060113 | GO:0008543
OMIM,618803,"?Respiratory papillomatosis, juvenile recurrent, congenital",606636,NLRP1,22861,10,GO:0006919 | GO:0050718 | GO:0042742 | GO:0045087 | GO:0051402 | GO:0032495 | GO:0006954 | GO:0050727 | GO:0016032 | GO:1904784
OMIM,180000,"?Retinal arteries, tortuosity of",120130,COL4A1,1282,9,GO:0061333 | GO:0061304 | GO:0030855 | GO:0007420 | GO:0007528 | GO:0071711 | GO:0038063 | GO:0001569 | GO:0071230
OMIM,616188,?Retinal dystrophy and obesity,601197,TUB,7275,10,GO:0009725 | GO:0097500 | GO:0050766 | GO:0007605 | GO:0042073 | GO:0060041 | GO:1903546 | GO:0045494 | GO:0008277 | GO:0006910
OMIM,616079,?Retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities,603904,ITM2B,9445,3,GO:0007399 | GO:0042985 | GO:0044267
OMIM,616108,"?Retinal dystrophy, juvenile cataracts, and short stature syndrome",607849,RDH11,51109,4,GO:0042574 | GO:0042572 | GO:0055114 | GO:0110095
OMIM,300424,?Retinitis pigmentosa 23,300170,OFD1,8481,5,GO:0000086 | GO:0060271 | GO:0060287 | GO:0010389 | GO:0097711
OMIM,613464,?Retinitis pigmentosa 51,608132,TTC8,123016,4,GO:1905515 | GO:0050893 | GO:0048560 | GO:0015031
OMIM,613575,?Retinitis pigmentosa 55,608845,ARL6,84100,14,GO:0051258 | GO:0010842 | GO:0032402 | GO:0007368 | GO:0060271 | GO:0045444 | GO:0007420 | GO:0006612 | GO:1903445 | GO:0097499 | GO:0016192 | GO:0016055 | GO:0008589 | GO:0007601
OMIM,613617,?Retinitis pigmentosa 58,613598,ZNF513,130557,4,GO:0050896 | GO:0010468 | GO:0007601 | GO:0060041
OMIM,615233,?Retinitis pigmentosa 66,180290,RBP3,5949,3,GO:0007601 | GO:0001523 | GO:0006508
OMIM,615565,?Retinitis pigmentosa 67,604043,NEK2,4751,18,GO:0000278 | GO:0043392 | GO:0000086 | GO:0051321 | GO:0001824 | GO:0000070 | GO:0090307 | GO:0051299 | GO:0051988 | GO:0010389 | GO:0051973 | GO:1904355 | GO:0097711 | GO:0051301 | GO:1903126 | GO:0046777 | GO:0032212 | GO:0046602
OMIM,617871,?Retinitis pigmentosa 81,614068,IFT43,112752,3,GO:0060271 | GO:0035721 | GO:0035735
OMIM,618345,?Retinitis pigmentosa 85,600253,AHR,196,19,GO:1904613 | GO:0030888 | GO:0045892 | GO:0006366 | GO:0045944 | GO:0045893 | GO:0030522 | GO:0000122 | GO:0009410 | GO:0071320 | GO:0009636 | GO:0032922 | GO:0006805 | GO:0006915 | GO:0006355 | GO:1904322 | GO:0019933 | GO:0001568 | GO:0007049
OMIM,180104,?Retinitis pigmentosa 9,607331,RP9,6100,2,GO:0008380 | GO:0050890
OMIM,613471,?Reynolds syndrome,600024,LBR,3930,3,GO:0006695 | GO:0055114 | GO:0030223
OMIM,300643,"?Rolandic epilepsy, mental retardation, and speech dyspraxia",300642,SRPX2,27286,7,GO:0051965 | GO:0048870 | GO:0090050 | GO:0001525 | GO:0098609 | GO:0042325 | GO:0071625
OMIM,611812,?SERKAL syndrome,603490,WNT4,54361,52,GO:0030336 | GO:0045892 | GO:0009267 | GO:0051496 | GO:0060126 | GO:0033080 | GO:0071560 | GO:0045836 | GO:0061205 | GO:0022407 | GO:0072162 | GO:0051894 | GO:0032349 | GO:0001837 | GO:0043547 | GO:0061369 | GO:0060231 | GO:2000066 | GO:0040037 | GO:2000180 | GO:0030182 | GO:0038030 | GO:0001889 | GO:0001838 | GO:0051145 | GO:0008584 | GO:0072034 | GO:0008585 | GO:0001822 | GO:0061180 | GO:0048599 | GO:0045669 | GO:0060748 | GO:0045165 | GO:0032967 | GO:2000019 | GO:0061184 | GO:2001234 | GO:0030501 | GO:0072273 | GO:0045893 | GO:0060070 | GO:0072174 | GO:0072033 | GO:0030237 | GO:0061045 | GO:2000225 | GO:0045596 | GO:0030325 | GO:0060129 | GO:0042445 | GO:0001658
OMIM,300813,"?Sarcoma, synovial",312820,SSX1,6756,2,GO:1903507 | GO:0006355
OMIM,613676,?Seckel syndrome 4,609279,CENPJ,55835,17,GO:0061511 | GO:0046785 | GO:1903724 | GO:1905515 | GO:0000086 | GO:0044458 | GO:0046427 | GO:1904951 | GO:1902857 | GO:0007224 | GO:1903507 | GO:0030954 | GO:1903508 | GO:0010389 | GO:0097711 | GO:0051301 | GO:0007099
OMIM,614728,?Seckel syndrome 6,614724,CEP63,80254,9,GO:0000086 | GO:0098535 | GO:0000077 | GO:0051225 | GO:0010389 | GO:0097711 | GO:0042770 | GO:0051301 | GO:0007099
OMIM,614851,?Seckel syndrome 7,608684,NIN,51199,10,GO:0090222 | GO:0021540 | GO:0008104 | GO:0048668 | GO:0034454 | GO:0010457 | GO:0050772 | GO:0031116 | GO:0051642 | GO:0021957
OMIM,615807,?Seckel syndrome 8,601810,DNA2,1763,15,GO:0044806 | GO:0090305 | GO:0000729 | GO:0043504 | GO:0043137 | GO:0006264 | GO:0071932 | GO:0090656 | GO:1902990 | GO:0006284 | GO:0032508 | GO:0045740 | GO:0000076 | GO:0033567 | GO:1901796
OMIM,618702,?Short stature and microcephaly with genital anomalies,611510,CENPT,80152,6,GO:0000278 | GO:0051382 | GO:0007059 | GO:0034080 | GO:0051301 | GO:1903394
OMIM,617925,?Short-rib thoracic dysplasia 20 with polydactyly,610621,INTU,27152,16,GO:0010839 | GO:0007399 | GO:0045880 | GO:1905515 | GO:0044458 | GO:0030278 | GO:0031069 | GO:0051782 | GO:0060173 | GO:0060021 | GO:0021513 | GO:0021915 | GO:0043587 | GO:0001736 | GO:0042733 | GO:0030216
OMIM,614376,?Short-rib thoracic dysplasia 5 with or without polydactyly,608151,WDR19,57728,17,GO:0000902 | GO:0035721 | GO:0042471 | GO:0048701 | GO:0001701 | GO:0061055 | GO:0030326 | GO:0060271 | GO:0060830 | GO:0055123 | GO:0035735 | GO:0060831 | GO:0031076 | GO:0008406 | GO:0050877 | GO:1903441 | GO:0065003
OMIM,608236,"?Slowed nerve conduction velocity, AD",608136,ARHGEF10,9639,7,GO:0051298 | GO:0090307 | GO:0051496 | GO:0022011 | GO:0035023 | GO:0090630 | GO:0030036
OMIM,182410,?Sneddon syndrome,607575,ADA2,51816,6,GO:0043312 | GO:0044267 | GO:0007165 | GO:0006154 | GO:0007275 | GO:0046103
OMIM,617169,?Sotos syndrome 3,612034,APC2,10297,10,GO:0090090 | GO:0001708 | GO:0045732 | GO:0007389 | GO:0007026 | GO:0016477 | GO:0090630 | GO:0016055 | GO:0000226 | GO:0045595
OMIM,613672,"?Spastic ataxia 4, autosomal recessive",613669,MTPAP,55149,2,GO:0071044 | GO:0006378
OMIM,618438,"?Spastic ataxia 9, autosomal recessive",606988,CHP1,11261,24,GO:0032417 | GO:0051259 | GO:0031953 | GO:0030214 | GO:0017156 | GO:0032088 | GO:0010923 | GO:0006611 | GO:0051453 | GO:1901214 | GO:0001578 | GO:0050821 | GO:0060050 | GO:0006469 | GO:0022406 | GO:0042308 | GO:0031397 | GO:0031122 | GO:0006813 | GO:0090314 | GO:0061025 | GO:0070885 | GO:0071468 | GO:0007264
OMIM,615043,"?Spastic paraplegia 43, autosomal recessive",614297,C19orf12,83636,4,GO:0006914 | GO:0051560 | GO:0006915 | GO:0006979
OMIM,615658,"?Spastic paraplegia 57, autosomal recessive",602498,TFG,10342,3,GO:0048208 | GO:0006888 | GO:0043123
OMIM,615685,"?Spastic paraplegia 61, autosomal recessive",607669,ARL6IP1,23204,7,GO:1990809 | GO:0006613 | GO:1903371 | GO:0043154 | GO:0006915 | GO:0002038 | GO:0071787
OMIM,615686,?Spastic paraplegia 63,102771,AMPD2,271,4,GO:0032264 | GO:0046033 | GO:0052652 | GO:0097009
OMIM,615625,"?Spastic paraplegia 72, autosomal dominant | ?Spastic paraplegia 72, autosomal recessive",609347,REEP2,51308,5,GO:0032596 | GO:0032386 | GO:0050916 | GO:0050913 | GO:0071786
OMIM,616282,"?Spastic paraplegia 73, autosomal dominant",608846,CPT1C,126129,3,GO:0006635 | GO:0099072 | GO:0009437
OMIM,616451,"?Spastic paraplegia 74, autosomal recessive",615316,IBA57,200205,2,GO:0016226 | GO:0006783
OMIM,615841,?Spermatogenic failure 13,601689,TAF4B,6875,6,GO:0006367 | GO:0006366 | GO:0045944 | GO:0048477 | GO:1901796 | GO:0007283
OMIM,615842,?Spermatogenic failure 14,614312,ZMYND15,84225,2,GO:0045892 | GO:0007286
